rows loaded: 15341
cells: dark@390, dark@1440, light@390, light@1440
routes: 33

distinct triples: 828   below floor: 62

| theme | ink | size | measured backdrop | worst | floor | n | routes | example selector |
| dark | `#d8d2c4` | 12.5px/500 | opaque #100e0c | 12.78 | 4.5 | 9 | 7 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f0e0c | 12.80 | 4.5 | 22 | 9 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f0e0d | 12.80 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0f0e0c | 12.80 | 4.5 | 4 | 3 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0f0e0c | 12.80 | 4.5 | 26 | 20 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f0e0b | 12.81 | 4.5 | 14 | 3 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0f0e0b | 12.81 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0f0e0b | 12.81 | 4.5 | 3 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #f3ede0 | 12.85 | 3.0 | 25 | 20 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f0d0b | 12.87 | 4.5 | 101 | 17 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0f0d0b | 12.87 | 4.5 | 29 | 20 | `span.brand-sub` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f0d0c | 12.87 | 4.5 | 2 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0f0d0b | 12.87 | 4.5 | 58 | 19 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0e0d0c | 12.88 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0e0d0c | 12.88 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0e0d0b | 12.89 | 4.5 | 2 | 2 | `a` |
| dark | `#ece6d9` | 52.0px/800 L | #bg-canvas | 12.89 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0e0d0b | 12.89 | 4.5 | 3 | 3 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0e0d0b | 12.89 | 4.5 | 1 | 1 | `a` |
| light | `#000000` | 13.0px/300 | opaque #dcc9a2 | 12.92 | 4.5 | 1 | 1 | `text.md-flag` |
| light | `#000000` | 13.0px/300 | opaque #ddc9a0 | 12.94 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0e0c0b | 12.95 | 4.5 | 1 | 1 | `span.brand-sub` |
| light | `#000000` | 13.0px/300 | opaque #ddc9a2 | 12.95 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0e0c0a | 12.96 | 4.5 | 3 | 3 | `span.brand-sub` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0d0c0a | 12.97 | 4.5 | 217 | 33 | `a` |
| dark | `#d8d2c4` | 12.8px/400 | opaque #0d0c0a | 12.97 | 4.5 | 4 | 4 | `span.count` |
| dark | `#d8d2c4` | 12.5px/400 | opaque #0d0c0a | 12.97 | 4.5 | 15 | 3 | `button.f-btn` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0d0c0a | 12.97 | 4.5 | 37 | 22 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #0d0c0a | 12.97 | 4.5 | 78 | 3 | `a` |
| dark | `#d8d2c4` | 16.0px/300 | opaque #0d0c0a | 12.97 | 4.5 | 2 | 1 | `span` |
| dark | `#d8d2c4` | 12.2px/400 | opaque #0d0c0a | 12.97 | 4.5 | 15 | 2 | `button.tl2-leg` |
| dark | `#d8d2c4` | 11.5px/300 | opaque #0d0c0a | 12.97 | 4.5 | 1 | 1 | `span.mc-meta` |
| dark | `#d8d2c4` | 10.9px/300 | opaque #0d0c0a | 12.97 | 4.5 | 2 | 2 | `span.f-label` |
| dark | `#d8d2c4` | 9.9px/300 | opaque #0d0c0a | 12.97 | 4.5 | 8 | 6 | `a.chip-label` |
| dark | `#d8d2c4` | 11.2px/300 | opaque #0d0c0a | 12.97 | 4.5 | 7 | 4 | `span.tl-year.end` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #0d0c0a | 12.97 | 4.5 | 13 | 10 | `a` |
| dark | `#d8d2c4` | 15.2px/300 | opaque #0d0c0a | 12.97 | 4.5 | 2 | 1 | `a.cr-what` |
| dark | `#ece6d9` | 32.0px/800 L | #bg-canvas | 12.99 | 3.0 | 17 | 17 | `h1.display` |
| dark | `#ece6d9` | 17.9px/300 | opaque #252016 | 13.02 | 4.5 | 1 | 1 | `p` |
| dark | `#f2eee5` | 9.9px/300 | opaque #312411 | 13.04 | 4.5 | 1 | 1 | `span` |
| light | `#f2eee5` | 9.9px/300 | opaque #312411 | 13.04 | 4.5 | 1 | 1 | `span` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #0c0b09 | 13.06 | 4.5 | 1 | 1 | `a` |
| dark | `#f2eee5` | 9.9px/300 | opaque #33230f | 13.07 | 4.5 | 1 | 1 | `span` |
| light | `#f2eee5` | 9.9px/300 | opaque #33230f | 13.07 | 4.5 | 1 | 1 | `span` |
| light | `#2b2620` | 17.9px/300 | opaque #f5efe0 | 13.07 | 4.5 | 1 | 1 | `p` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #2a1e0c | 13.10 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 18.9px/600 | #bg-canvas | 13.11 | 4.5 | 17 | 1 | `h3` |
| light | `#000000` | 13.0px/300 | opaque #decba4 | 13.18 | 4.5 | 3 | 1 | `text.md-flag` |
| dark | `#f2eee5` | 9.9px/300 | opaque #302312 | 13.19 | 4.5 | 1 | 1 | `span` |
| light | `#f2eee5` | 9.9px/300 | opaque #302312 | 13.19 | 4.5 | 1 | 1 | `span` |
| dark | `#f2eee5` | 9.9px/300 | opaque #302311 | 13.20 | 4.5 | 2 | 1 | `span` |
| light | `#f2eee5` | 9.9px/300 | opaque #302311 | 13.20 | 4.5 | 2 | 1 | `span` |
| light | `#2b2620` | 17.9px/300 | opaque #f6f0e3 | 13.20 | 4.5 | 1 | 1 | `p` |
| dark | `#ece6d9` | 22.4px/600 | #bg-canvas | 13.37 | 4.5 | 6 | 1 | `h2` |
| dark | `#ece6d9` | 13.4px/400 | #bg-canvas | 13.40 | 4.5 | 27 | 4 | `button.aw-btn` |
| dark | `#ece6d9` | 12.5px/400 | opaque #1f1e19 | 13.42 | 4.5 | 1 | 1 | `button.chip` |
| dark | `#ece6d9` | 15.4px/300 | #bg-canvas | 13.44 | 4.5 | 5 | 2 | `span` |
| dark | `#ece6d9` | 17.9px/300 | opaque #211d14 | 13.50 | 4.5 | 1 | 1 | `p` |
| dark | `#ece6d9` | 48.0px/600 L | #bg-canvas | 13.51 | 3.0 | 2 | 1 | `h1` |
| dark | `#ece6d9` | 14.4px/300 | #bg-canvas | 13.55 | 4.5 | 13 | 1 | `span.mc-name` |
| light | `#000000` | 13.0px/300 | opaque #e0cea8 | 13.56 | 4.5 | 7 | 1 | `text.md-flag` |
| light | `#2b2620` | 22.4px/600 | opaque #faf6ec | 13.89 | 4.5 | 15 | 2 | `h3` |
| light | `#2b2620` | 17.9px/600 | opaque #faf6ec | 13.89 | 4.5 | 651 | 22 | `a` |
| light | `#2b2620` | 17.3px/600 | opaque #faf6ec | 13.89 | 4.5 | 9 | 1 | `b` |
| light | `#2b2620` | 11.2px/400 | opaque #faf6ec | 13.89 | 4.5 | 574 | 13 | `a.chip.m` |
| light | `#2b2620` | 13.1px/300 | opaque #faf6ec | 13.89 | 4.5 | 19 | 1 | `span.arc-work-t` |
| light | `#2b2620` | 14.4px/300 | opaque #faf6ec | 13.89 | 4.5 | 38 | 2 | `span.mc-name` |
| light | `#2b2620` | 12.5px/400 | opaque #faf6ec | 13.89 | 4.5 | 16 | 2 | `a.chip.m` |
| light | `#2b2620` | 17.3px/300 | opaque #faf6ec | 13.89 | 4.5 | 2 | 1 | `a.mu-panel-name` |
| light | `#2b2620` | 16.0px/300 | opaque #faf6ec | 13.89 | 4.5 | 2 | 1 | `span.f-label` |
| dark | `#ece6d9` | 12.5px/400 | opaque #1c1a16 | 13.97 | 4.5 | 1 | 1 | `button.chip` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #1d1914 | 14.06 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 11.2px/400 | opaque #1b1914 | 14.12 | 4.5 | 572 | 13 | `a.chip.m` |
| dark | `#ece6d9` | 12.5px/400 | opaque #1b1914 | 14.12 | 4.5 | 16 | 2 | `a.chip.m` |
| dark | `#ece6d9` | 30.4px/600 L | #bg-canvas | 14.38 | 3.0 | 1 | 1 | `a` |
| dark | `#ece6d9` | 38.4px/600 L | #bg-canvas | 14.39 | 3.0 | 1 | 1 | `a` |
| dark | `#ece6d9` | 22.4px/600 | opaque #16140f | 14.80 | 4.5 | 15 | 2 | `h3` |
| dark | `#ece6d9` | 17.9px/600 | opaque #16140f | 14.80 | 4.5 | 651 | 22 | `a` |
| dark | `#ece6d9` | 17.3px/600 | opaque #16140f | 14.80 | 4.5 | 9 | 1 | `b` |
| dark | `#ece6d9` | 13.1px/300 | opaque #16140f | 14.80 | 4.5 | 19 | 1 | `span.arc-work-t` |
| dark | `#ece6d9` | 14.4px/300 | opaque #16140f | 14.80 | 4.5 | 38 | 2 | `span.mc-name` |
| dark | `#ece6d9` | 17.3px/300 | opaque #16140f | 14.80 | 4.5 | 2 | 1 | `a.mu-panel-name` |
| dark | `#ece6d9` | 16.0px/300 | opaque #16140f | 14.80 | 4.5 | 2 | 1 | `span.f-label` |
| dark | `#ece6d9` | 14.7px/400 | #bg-canvas | 14.85 | 4.5 | 45 | 24 | `strong` |
| dark | `#ece6d9` | 16.0px/400 | #bg-canvas | 14.98 | 4.5 | 3 | 1 | `strong` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #14110d | 15.14 | 3.0 | 3 | 3 | `span.brand-text` |
| dark | `#ece6d9` | 12.5px/400 | opaque #12110f | 15.18 | 4.5 | 48 | 13 | `a.chip.n` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0f100f | 15.33 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #110f0d | 15.38 | 3.0 | 3 | 3 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #110f0c | 15.39 | 3.0 | 4 | 4 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #100f0c | 15.41 | 3.0 | 3 | 2 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #100e0c | 15.49 | 3.0 | 2 | 2 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #100e0b | 15.50 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0f0e0b | 15.52 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0f0e0c | 15.52 | 3.0 | 3 | 3 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #100d0b | 15.57 | 3.0 | 22 | 19 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0f0d0b | 15.60 | 3.0 | 6 | 4 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0e0c0b | 15.69 | 3.0 | 2 | 2 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #0e0c0a | 15.70 | 3.0 | 35 | 22 | `span.brand-text` |
| dark | `#ece6d9` | 41.6px/800 L | #bg-canvas | 15.70 | 3.0 | 2 | 1 | `h1.display` |
| dark | `#ece6d9` | 18.9px/600 | opaque #0d0c0a | 15.72 | 4.5 | 1 | 1 | `h3` |
| dark | `#ece6d9` | 13.4px/400 | opaque #0d0c0a | 15.72 | 4.5 | 5 | 2 | `button.aw-btn` |
| dark | `#ece6d9` | 16.0px/300 | opaque #0d0c0a | 15.72 | 4.5 | 2 | 2 | `em` |
| dark | `#ece6d9` | 23.2px/600 | opaque #0d0c0a | 15.72 | 4.5 | 4 | 4 | `h2.sec-title` |
| dark | `#ece6d9` | 14.4px/300 | opaque #0d0c0a | 15.72 | 4.5 | 1 | 1 | `span.mc-name` |
| dark | `#ece6d9` | 27.2px/800 L | opaque #0d0c0a | 15.72 | 3.0 | 1 | 1 | `h1.display` |

FAILING TRIPLES — detail
  dark #9b937f 10.5px/300 on opaque #65a298 -> 1.04 (need 4.5)
      worst at #/influences  sel text  text 'Georges de La Tour'  backdrop #65a298  glyphPx 298
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #68a89e -> 1.12 (need 4.5)
      worst at #/influences  sel text  text 'Pablo Picasso'  backdrop #68a89e  glyphPx 196
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #c19845 -> 1.14 (need 4.5)
      worst at #/influences  sel text  text 'Claude Monet'  backdrop #c19845  glyphPx 210
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #6baca1 -> 1.17 (need 4.5)
      worst at #/influences  sel text  text 'Salvador Dalí'  backdrop #6baca1  glyphPx 198
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #6cafa3 -> 1.21 (need 4.5)
      worst at #/influences  sel text  text 'Joseph Wright of Derby'  backdrop #6cafa3  glyphPx 365
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #1d1a13 -> 1.21 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇧🇷'  backdrop #1d1a13  glyphPx 186
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  dark #9b937f 10.5px/300 on opaque #6fb3a8 -> 1.26 (need 4.5)
      worst at #/influences  sel text  text 'Albrecht Dürer'  backdrop #6fb3a8  glyphPx 222
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  light #585244 10.5px/300 on opaque #544019 -> 1.27 (need 4.5)
      worst at #/influences  sel text  text 'Andrei Rublev'  backdrop #544019  glyphPx 212
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  dark #000000 13.0px/300 on opaque #252017 -> 1.30 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇫🇮'  backdrop #252017  glyphPx 189
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  dark #000000 13.0px/300 on opaque #262116 -> 1.31 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇨🇴'  backdrop #262116  glyphPx 181
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  light #585244 10.5px/300 on opaque #2c7064 -> 1.33 (need 4.5)
      worst at #/influences  sel text  text 'Frederic Edwin Church'  backdrop #2c7064  glyphPx 341
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #2b7368 -> 1.39 (need 4.5)
      worst at #/influences  sel text  text 'Albrecht Dürer'  backdrop #2b7368  glyphPx 250
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #98b6d7 -> 1.46 (need 4.5)
      worst at #/influences  sel text  text 'Suzanne Valadon'  backdrop #98b6d7  glyphPx 231
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #ccb179 -> 1.47 (need 4.5)
      worst at #/influences  sel text  text 'Andrei Rublev'  backdrop #ccb179  glyphPx 211
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #517e75 -> 1.50 (need 4.5)
      worst at #/influences  sel text  text 'Ernst Ludwig Kirchner'  backdrop #517e75  glyphPx 324
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #7e6e4c -> 1.63 (need 4.5)
      worst at #/influences  sel text  text 'Dante Gabriel Rossetti'  backdrop #7e6e4c  glyphPx 358
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #d9bc81 -> 1.67 (need 4.5)
      worst at #/influences  sel text  text 'Arkhip Kuindzhi'  backdrop #d9bc81  glyphPx 243
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #3f8075 -> 1.68 (need 4.5)
      worst at #/influences  sel text  text 'Georges de La Tour'  backdrop #3f8075  glyphPx 312
      seen on 1 route(s), cells light@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #7a6a4a -> 1.72 (need 4.5)
      worst at #/influences  sel text  text 'Gustav Klimt'  backdrop #7a6a4a  glyphPx 197
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #473a23 -> 1.90 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇳🇴'  backdrop #473a23  glyphPx 185
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  dark #9b937f 10.5px/300 on opaque #6c6359 -> 1.93 (need 4.5)
      worst at #/influences  sel text  text 'Katsushika Hokusai'  backdrop #6c6359  glyphPx 263
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #716344 -> 1.93 (need 4.5)
      worst at #/influences  sel text  text 'Johannes Vermeer'  backdrop #716344  glyphPx 291
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #716244 -> 1.95 (need 4.5)
      worst at #/influences  sel text  text 'Michelangelo Buonarroti'  backdrop #716244  glyphPx 12
      seen on 1 route(s), cells dark@390
      routes: #/influences
  light #585244 10.5px/300 on opaque #518a7f -> 1.96 (need 4.5)
      worst at #/influences  sel text  text 'Michelangelo Buonarroti'  backdrop #518a7f  glyphPx 431
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #8d7f62 -> 1.98 (need 4.5)
      worst at #/influences  sel text  text 'Arkhip Kuindzhi'  backdrop #8d7f62  glyphPx 249
      seen on 1 route(s), cells light@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #43645b -> 2.14 (need 4.5)
      worst at #/influences  sel text  text 'Giuseppe Arcimboldo'  backdrop #43645b  glyphPx 358
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #42635b -> 2.17 (need 4.5)
      worst at #/influences  sel text  text 'Hans Holbein the Younger'  backdrop #42635b  glyphPx 395
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #416159 -> 2.23 (need 4.5)
      worst at #/influences  sel text  text 'Pierre-Auguste Renoir'  backdrop #416159  glyphPx 344
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #534528 -> 2.25 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇨🇺'  backdrop #534528  glyphPx 183
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  dark #9b937f 10.5px/300 on opaque #406057 -> 2.27 (need 4.5)
      worst at #/influences  sel text  text 'Edward Hopper'  backdrop #406057  glyphPx 276
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #406058 -> 2.27 (need 4.5)
      worst at #/influences  sel text  text 'Nicholas Hilliard'  backdrop #406058  glyphPx 264
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #405f57 -> 2.30 (need 4.5)
      worst at #/influences  sel text  text 'Francisco de Zurbarán'  backdrop #405f57  glyphPx 327
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #3f5e55 -> 2.34 (need 4.5)
      worst at #/influences  sel text  text 'Giovanni Battista Tiepolo'  backdrop #3f5e55  glyphPx 390
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #3d5951 -> 2.50 (need 4.5)
      worst at #/influences  sel text  text 'Gustave Caillebotte'  backdrop #3d5951  glyphPx 325
      seen on 1 route(s), cells dark@1440
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #70483c -> 2.56 (need 4.5)
      worst at #/influences  sel text  text 'Lucas Cranach the Elder'  backdrop #70483c  glyphPx 381
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  dark #000000 13.0px/300 on opaque #5d4e2e -> 2.59 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇯🇵'  backdrop #5d4e2e  glyphPx 190
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/nations
  light #585244 10.5px/300 on opaque #6f9e94 -> 2.59 (need 4.5)
      worst at #/influences  sel text  text 'Ernst Ludwig Kirchner'  backdrop #6f9e94  glyphPx 350
      seen on 1 route(s), cells light@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #5f4f2e -> 2.64 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇯🇵'  backdrop #5f4f2e  glyphPx 15
      seen on 1 route(s), cells dark@390
      routes: #/nations
  light #585244 10.5px/300 on opaque #9f988a -> 2.71 (need 4.5)
      worst at #/influences  sel text  text 'Katsushika Hokusai'  backdrop #9f988a  glyphPx 281
      seen on 1 route(s), cells light@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #615130 -> 2.73 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇺🇸'  backdrop #615130  glyphPx 182
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/nations
  dark #000000 13.0px/300 on opaque #61512f -> 2.73 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇳🇬'  backdrop #61512f  glyphPx 185
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/nations
  dark #000000 13.0px/300 on opaque #625130 -> 2.74 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇰🇷'  backdrop #625130  glyphPx 14
      seen on 1 route(s), cells dark@390
      routes: #/nations
  dark #000000 13.0px/300 on opaque #625230 -> 2.77 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇮🇹'  backdrop #625230  glyphPx 173
      seen on 1 route(s), cells dark@1440
      routes: #/nations
  light #585244 10.5px/300 on opaque #a69a82 -> 2.80 (need 4.5)
      worst at #/influences  sel text  text 'Dante Gabriel Rossetti'  backdrop #a69a82  glyphPx 392
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #a79b83 -> 2.83 (need 4.5)
      worst at #/influences  sel text  text 'Johannes Vermeer'  backdrop #a79b83  glyphPx 311
      seen on 1 route(s), cells light@1440
      routes: #/influences
  dark #000000 13.0px/300 on opaque #665432 -> 2.88 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇫🇷'  backdrop #665432  glyphPx 136
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/nations
  dark #000000 13.0px/300 on opaque #665431 -> 2.88 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇪🇸'  backdrop #665431  glyphPx 168
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/nations
  dark #000000 13.0px/300 on opaque #675533 -> 2.92 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇮🇹'  backdrop #675533  glyphPx 12
      seen on 1 route(s), cells dark@390
      routes: #/nations
  light #585244 10.5px/300 on opaque #aa9e87 -> 2.94 (need 4.5)
      worst at #/influences  sel text  text 'Gustav Klimt'  backdrop #aa9e87  glyphPx 210
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #b1a690 -> 3.23 (need 4.5)
      worst at #/influences  sel text  text 'Michelangelo Buonarroti'  backdrop #b1a690  glyphPx 15
      seen on 1 route(s), cells light@390
      routes: #/influences
  dark #000000 13.0px/300 on opaque #715d36 -> 3.32 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇫🇷'  backdrop #715d36  glyphPx 12
      seen on 1 route(s), cells dark@390
      routes: #/nations
  light #585244 10.5px/300 on opaque #cca396 -> 3.42 (need 4.5)
      worst at #/influences  sel text  text 'Lucian Freud'  backdrop #cca396  glyphPx 190
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #92b4a9 -> 3.45 (need 4.5)
      worst at #/influences  sel text  text 'Hans Holbein the Younger'  backdrop #92b4a9  glyphPx 436
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  light #585244 10.5px/300 on opaque #cca497 -> 3.45 (need 4.5)
      worst at #/influences  sel text  text 'Gustave Caillebotte'  backdrop #cca497  glyphPx 341
      seen on 1 route(s), cells light@1440
      routes: #/influences
  light #585244 10.5px/300 on opaque #cda497 -> 3.46 (need 4.5)
      worst at #/influences  sel text  text 'Edward Hopper'  backdrop #cda497  glyphPx 287
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  light #585244 10.5px/300 on opaque #93b5aa -> 3.49 (need 4.5)
      worst at #/influences  sel text  text 'Giuseppe Arcimboldo'  backdrop #93b5aa  glyphPx 374
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  dark #9b937f 10.5px/300 on opaque #5a3136 -> 3.57 (need 4.5)
      worst at #/influences  sel text  text 'Leonardo da Vinci'  backdrop #5a3136  glyphPx 270
      seen on 1 route(s), cells dark@1440,dark@390
      routes: #/influences
  dark #8b8372 11.2px/300 on opaque #322a1b -> 3.77 (need 4.5)
      worst at #/timeline  sel div.tl2-year.t  text '1300'  backdrop #322a1b  glyphPx 71
      seen on 1 route(s), cells dark@1440
      routes: #/timeline
  dark #000000 13.0px/300 on opaque #7b653b -> 3.77 (need 4.5)
      worst at #/nations  sel text.md-flag  text '🇨🇭'  backdrop #7b653b  glyphPx 18
      seen on 1 route(s), cells dark@390
      routes: #/nations
  light #706755 11.2px/300 on opaque #e1d3b7 -> 3.78 (need 4.5)
      worst at #/timeline  sel div.tl2-year.t  text '1300'  backdrop #e1d3b7  glyphPx 74
      seen on 1 route(s), cells light@1440
      routes: #/timeline
  light #585244 10.5px/300 on opaque #dfb0b3 -> 4.07 (need 4.5)
      worst at #/influences  sel text  text 'Leonardo da Vinci'  backdrop #dfb0b3  glyphPx 290
      seen on 1 route(s), cells light@1440,light@390
      routes: #/influences
  light #585244 13.1px/300 on #bg-canvas -> 4.35 (need 4.5)
      worst at #/list/paintings-that-still-scare-us  sel div.le-meta  text '· c. 1490–1510'  backdrop #c9c1b3  glyphPx 718
      seen on 1 route(s), cells light@1440,light@390
      routes: #/list/paintings-that-still-scare-us

OCCLUDED-PIXEL LOWS (NOT AC19 verdicts — text in transit under an overlay)
| theme | vp | route | occluder(s) | worst occluded | clean worst | n |
| --- | --- | --- | --- | --- | --- | --- |
rows with NO unoccluded glyph pixel at their sampled band (not cleared): 0

ROUTE x CELL COVERAGE (rows measured)
| route | dark@390 | dark@1440 | light@390 | light@1440 |
| --- | --- | --- | --- | --- |
| `#/` | 131 | 315 | 131 | 318 |
| `#/artist/leonardo-da-vinci` | 111 | 287 | 111 | 287 |
| `#/artists` | 81 | 193 | 81 | 193 |
| `#/artwork/david` | 86 | 95 | 86 | 95 |
| `#/credits` | 178 | 264 | 178 | 264 |
| `#/daily` | 65 | 74 | 65 | 74 |
| `#/era/14th-century` | 86 | 72 | 86 | 72 |
| `#/era/15th-century` | 95 | 155 | 95 | 155 |
| `#/era/16th-century` | 95 | 208 | 95 | 208 |
